,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg,url_list
720,Delon Wright,PG,26,TOR,49,2,897,6.8,15.7,.433,1.6,4.8,.333,5.2,10.8,.478,2.8,3.3,.869,2.1,4.6,6.7,5.9,2.5,0.8,2.0,2.8,18.0,,113,107,https://www.basketball-reference.com/players/w/wrighde01.html
721,Delon Wright,PG,26,MEM,26,11,802,7.1,16.4,.434,1.2,4.8,.256,5.9,11.6,.508,4.1,5.5,.742,1.8,6.9,8.7,8.6,2.6,0.9,2.5,3.1,19.6,,110,107,https://www.basketball-reference.com/players/w/wrighde01.html
722,Guerschon Yabusele,PF,23,BOS,41,1,251,6.7,14.8,.455,1.7,5.4,.321,5.0,9.4,.531,2.9,4.2,.682,4.4,5.8,10.2,2.9,1.5,1.3,2.9,6.1,18.0,,108,109,https://www.basketball-reference.com/players/y/yabusgu01.html
723,Nick Young,SG,33,DEN,4,0,37,4.0,11.9,.333,4.0,10.6,.375,0.0,1.3,.000,0.0,0.0,,0.0,1.3,1.3,2.7,0.0,1.3,2.7,5.3,11.9,,89,115,https://www.basketball-reference.com/players/y/youngni01.html
724,Thaddeus Young,PF,30,IND,81,81,2489,8.7,16.5,.527,1.0,2.9,.349,7.7,13.7,.564,1.7,2.7,.644,3.8,6.5,10.3,4.0,2.4,0.7,2.4,3.8,20.1,,113,106,https://www.basketball-reference.com/players/y/youngth01.html
725,Trae Young,PG,20,ATL,81,81,2503,9.7,23.2,.418,2.9,8.9,.324,6.8,14.3,.477,6.3,7.6,.829,1.2,4.4,5.6,12.1,1.3,0.3,5.7,2.6,28.6,,107,117,https://www.basketball-reference.com/players/y/youngtr01.html
726,Cody Zeller,C,26,CHO,49,47,1243,7.4,13.5,.551,0.2,0.9,.273,7.2,12.6,.570,4.3,5.5,.787,4.3,8.7,13.0,4.0,1.5,1.6,2.4,6.4,19.4,,123,111,https://www.basketball-reference.com/players/z/zelleco01.html
727,Tyler Zeller,C,29,TOT,6,1,93,8.5,15.9,.533,0.0,0.5,.000,8.5,15.4,.552,7.4,9.5,.778,5.8,6.9,12.7,2.1,0.5,1.6,2.1,10.6,24.4,,123,111,https://www.basketball-reference.com/players/z/zellety01.html
728,Tyler Zeller,C,29,ATL,2,0,11,0.0,8.4,.000,0.0,4.2,.000,0.0,4.2,.000,0.0,0.0,,8.4,16.8,25.2,4.2,0.0,0.0,0.0,16.8,0.0,,82,112,https://www.basketball-reference.com/players/z/zellety01.html
729,Tyler Zeller,C,29,MEM,4,1,82,9.7,17.0,.571,0.0,0.0,,9.7,17.0,.571,8.5,10.9,.778,5.5,5.5,10.9,1.8,0.6,1.8,2.4,9.7,27.9,,126,111,https://www.basketball-reference.com/players/z/zellety01.html
730,Ante Žižić,C,22,CLE,59,25,1082,8.4,15.2,.553,0.0,0.0,,8.4,15.2,.553,4.3,6.1,.705,5.0,9.7,14.7,2.4,0.6,1.0,2.8,5.2,21.1,,116,117,https://www.basketball-reference.com/players/z/zizican01.html
731,Ivica Zubac,C,21,TOT,59,37,1040,9.6,17.1,.559,0.0,0.0,,9.6,17.1,.559,4.6,5.7,.802,5.2,11.1,16.3,2.8,0.6,2.3,3.2,6.2,23.7,,116,108,https://www.basketball-reference.com/players/z/zubaciv01.html
732,Ivica Zubac,C,21,LAL,33,12,516,10.1,17.4,.580,0.0,0.0,,10.1,17.4,.580,5.1,6.0,.864,4.9,9.7,14.6,2.3,0.4,2.4,3.0,6.6,25.3,,120,109,https://www.basketball-reference.com/players/z/zubaciv01.html
733,Ivica Zubac,C,21,LAC,26,25,524,9.0,16.8,.538,0.0,0.0,,9.0,16.8,.538,4.0,5.4,.733,5.5,12.5,18.0,3.4,0.9,2.2,3.3,5.8,22.0,,113,108,https://www.basketball-reference.com/players/z/zubaciv01.html
