,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,url_list,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,salary,Team,Minutes,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,cluster
86,T.J. Leaf,PF,22,IND,13,1,153,7.9,17.4,0.455,1.6,3.2,0.5,6.3,14.2,0.444,1.6,2.5,0.625,6,11.4,17.4,1.9,1.9,0.9,1.9,4.4,19,109,100,https://www.basketball-reference.com/players/l/leaftj01.html,16.5,0.513,0.182,0.145,13.4,25.3,19.4,5.5,1.9,1.7,9.3,18.1,0.2,0.3,0.5,0.147,-1.8,0.9,-1,0,"$2,813,280 ",Pacers,153,0.1,0.2,0.3,-4.4,5.5,1.1,-0.6,1,0.4,0.2,9
87,Tomas Satoransky,PG,28,CHI,17,17,433,5.8,12.8,0.454,2.3,5.1,0.447,3.6,7.8,0.458,1.7,1.9,0.889,1.3,4.3,5.6,9.2,2.8,0.3,3.7,4,15.6,110,107,https://www.basketball-reference.com/players/s/satorto01.html,14.2,0.571,0.395,0.151,2.8,9.9,6.2,28.6,2.8,0.7,21.1,15.3,0.5,0.5,1,0.106,-0.1,0.3,0.1,0.2,"$10,000,000 ",Bulls,433,1.1,3,4,5.6,0.7,6.4,1.9,2.8,4.7,1.7,7
88,Troy Brown,SG,20,WAS,11,7,238,5.6,13.6,0.414,1.2,4.1,0.286,4.5,9.5,0.469,1.4,1.6,0.875,2.9,7.8,10.7,4.8,2.3,0.2,2.1,2.7,13.8,105,113,https://www.basketball-reference.com/players/b/browntr01.html,13.4,0.526,0.313,0.125,7.1,18.8,12.8,12,2.3,0.4,14,14.4,0.2,0.1,0.3,0.063,-0.3,0.1,-0.2,0.1,"$3,219,480 ",Wizards,238,-0.5,0.8,0.3,-1.3,-0.5,-1.8,-0.7,0.7,0,0.3,6
92,Wendell Carter,C,20,CHI,17,17,483,8,13.5,0.593,0.2,1.1,0.182,7.8,12.5,0.628,4.8,6.9,0.704,6.1,10.1,16.1,1.5,0.8,1.5,2.2,6.9,21.1,126,107,https://www.basketball-reference.com/players/c/cartewe01.html,18.7,0.637,0.079,0.507,12.9,23.2,17.9,5.2,0.8,2.9,11.8,16.6,1.3,0.6,1.9,0.186,0.3,0.7,1,0.4,"$5,201,400 ",Bulls,483,-0.9,-1.8,-2.7,9,1.8,10.7,0.7,-1.3,-0.6,0.5,4
93,Wesley Iwundu,SF,25,ORL,7,1,85,2.3,10.4,0.222,0,4,0,2.3,6.4,0.364,6.4,8.1,0.786,1.7,6.9,8.7,2.9,1.7,0.6,1.7,1.7,11,90,107,https://www.basketball-reference.com/players/i/iwundwe01.html,7.3,0.393,0.389,0.778,3.5,15.6,9.3,8,1.7,1,11,13.8,-0.1,0.1,0,0.019,-5.4,0.6,-4.8,-0.1,"$1,618,520 ",Magic,85,-3.9,-1.4,-5.3,-2.8,-8.1,-10.8,-3.8,-2.6,-6.5,-0.2,3
94,Willy Hernangomez,C,25,CHO,4,0,38,7.6,15.2,0.5,1.3,3.8,0.333,6.3,11.4,0.556,3.8,7.6,0.5,6.3,5.1,11.4,2.5,1.3,3.8,3.8,1.3,20.2,105,111,https://www.basketball-reference.com/players/h/hernawi01.html,17.9,0.546,0.25,0.5,14,12.1,13.1,8.1,1.3,6.9,17,19.9,0,0,0.1,0.069,-1.8,1.2,-0.6,0,"$1,676,735 ",Hornets,38,-3.2,-4.5,-7.7,-12.1,-6.5,-18.7,-4.8,-4.9,-9.7,-0.1,1
99,Steven Adams,C,26,OKC,12,12,316,7.3,13.2,0.552,0,0,0,7.3,13.2,0.552,1.8,4.7,0.387,5,11.1,16.1,5,0.9,1.2,2.7,3.5,16.4,111,106,https://www.basketball-reference.com/players/a/adamsst01.html,16.2,0.537,0,0.356,11.7,24.3,18.2,16.3,0.9,2.1,15.2,16.5,0.4,0.4,0.8,0.121,-1,2.5,1.5,0.3,"$25,842,697 ",Thunder,316,-1.5,-6.2,-7.6,2.8,0.1,2.9,-0.8,-5.4,-6.2,-0.6,9
100,Bam Adebayo,C,22,MIA,15,15,477,7.6,12.5,0.603,0.1,0.6,0.167,7.5,11.9,0.625,5.5,8.7,0.625,3.4,11.7,15.1,6.4,2.6,1.9,4,3.9,20.7,118,97,https://www.basketball-reference.com/players/a/adebaba01.html,20.9,0.631,0.048,0.698,8.6,26.7,18.2,20.5,2.6,3.9,19.5,18.4,1,1.1,2.1,0.216,0.7,5.5,6.3,1,"$3,454,080 ",Heat,477,-0.5,3.9,3.4,-2.2,2.5,0.2,-0.8,3.7,2.9,1.4,4
101,LaMarcus Aldridge,C,34,SAS,17,17,556,10.7,20.6,0.521,0.8,2.2,0.346,9.9,18.4,0.542,4,4.8,0.825,3.1,6.7,9.8,3.6,0.9,2.6,2.6,3.2,26.2,115,112,https://www.basketball-reference.com/players/a/aldrila01.html,20.1,0.577,0.107,0.236,6.8,15.5,11,11.5,0.9,4.4,10.1,22.4,1.1,0.3,1.4,0.121,0.9,0.1,1,0.4,"$26,000,000 ",Spurs,556,-1.4,1.3,-0.1,-3.5,-5.2,-8.7,-1.9,0.3,-1.5,0.3,5
102,Nickeil Alexander-Walker,SG,21,NOP,16,0,230,7.2,22.3,0.321,4.2,12.1,0.344,3,10.1,0.294,2,2.8,0.714,0.4,6.8,7.2,7.2,1,0.4,4,5.2,20.5,90,116,https://www.basketball-reference.com/players/a/alexani01.html,7.4,0.441,0.536,0.091,0.9,16,8.2,21.4,1,0.8,14.9,24.1,-0.3,0.1,-0.3,-0.054,-3.7,-2.8,-6.5,-0.3,"$2,964,840 ",Pelicans,230,-3.6,-0.7,-4.3,3.1,0,3.1,-2.7,-0.5,-3.2,-0.1,3
103,Grayson Allen,SG,24,MEM,5,0,84,6,19.2,0.314,2.7,10.4,0.263,3.3,8.8,0.375,5.5,6.6,0.833,0.5,4.9,5.5,4.4,1.1,0,3.8,5.5,20.3,89,116,https://www.basketball-reference.com/players/a/allengr01.html,6.2,0.459,0.543,0.343,1.3,11.5,6.4,13,1.1,0,14.8,23.3,-0.1,0,-0.1,-0.062,-4.1,-4,-8,-0.1,"$2,429,400 ",Grizzlies,84,-2.1,1.6,-0.5,-20.1,6.7,-13.4,-5.1,2.6,-2.5,0,3
104,Jarrett Allen,C,21,BRK,16,13,415,7.5,11.4,0.657,0,0.1,0,7.5,11.3,0.663,4.5,7.5,0.597,5.2,11.6,16.8,1.6,1.1,2.3,2.2,4.2,19.4,127,105,https://www.basketball-reference.com/players/a/allenja01.html,19.4,0.663,0.011,0.602,11.8,26,19,5,1.1,4.3,14.5,14.7,0.9,0.5,1.4,0.179,-0.7,1.9,1.2,0.3,"$2,376,840 ",Nets,415,-2,3.5,1.5,4.2,4.8,9,-1.1,3.9,2.8,1.2,4
105,Al-Farouq Aminu,PF,29,ORL,15,2,322,3.4,10.7,0.314,1.2,4.3,0.286,2.1,6.4,0.333,2.9,4.1,0.704,3.5,8.6,12.1,2.6,2.1,1.1,2.3,4,10.8,94,104,https://www.basketball-reference.com/players/a/aminual01.html,9.1,0.434,0.4,0.386,7.2,19.2,12.9,7.4,2.1,1.9,15.5,13,-0.2,0.5,0.3,0.05,-3.9,2.5,-1.4,0.1,"$9,258,000 ",Magic,322,-3.6,2.4,-1.2,-9.4,3.4,-6,-4.7,2.7,-2,0.1,6
106,Kyle Anderson,PF,26,MEM,15,0,319,6.5,12.6,0.517,0.6,2.3,0.25,5.9,10.3,0.577,2.3,4,0.571,2.2,7.9,10.1,5.9,1.6,1.7,2,4,15.9,114,111,https://www.basketball-reference.com/players/a/anderky01.html,15.1,0.554,0.184,0.322,5,18.6,11.7,17.8,1.6,3.3,12.4,14.7,0.4,0.2,0.7,0.098,-0.8,1.5,0.7,0.2,"$9,073,050 ",Grizzlies,319,0.6,-0.9,-0.3,-3,-1.1,-4,0.1,-0.9,-0.8,0.3,1
109,Giannis Antetokounmpo,PF,25,MIL,16,16,522,15.2,26.9,0.564,1.8,6.2,0.292,13.4,20.7,0.646,9.1,15.4,0.592,3.5,15.7,19.2,8.8,2.2,1.9,6.3,5.1,41.3,115,96,https://www.basketball-reference.com/players/a/antetgi01.html,32,0.613,0.231,0.574,7.8,32.6,20.8,34.9,2.2,3.6,15.9,36.2,1.7,1.3,3,0.279,6.7,5.6,12.3,1.9,"$25,842,697 ",Bucks,522,5.1,3.4,8.5,3.8,5.8,9.6,5,3.9,9,3.2,0
111,Carmelo Anthony,PF,35,POR,3,3,87,8,23.6,0.341,2.7,8.6,0.313,5.4,15,0.357,2.1,3.2,0.667,1.6,5.4,7,2.7,1.1,0.5,4.3,5.4,20.9,80,114,https://www.basketball-reference.com/players/a/anthoca01.html,5,0.418,0.364,0.136,3.5,11.7,7.6,8.5,1.1,0.9,14.6,26.1,-0.3,0,-0.2,-0.125,-6.4,-2.9,-9.4,-0.2,"$2,159,029 ",Trail Blazers,87,-7.6,-7.6,-15.3,-1.3,-5.3,-6.6,-7,-7.5,-14.5,-0.5,3
112,OG Anunoby,SF,22,TOR,14,14,408,7.5,13.6,0.551,3,6,0.5,4.5,7.6,0.591,1,1.6,0.643,1.5,7,8.5,2.4,1.5,1.6,1.6,3.8,19.1,122,103,https://www.basketball-reference.com/players/a/anunoog01.html,15.8,0.664,0.441,0.119,3.5,14.3,9.3,7.5,1.5,3,10.1,14.4,0.8,0.7,1.4,0.168,1.7,2.6,4.3,0.6,"$2,281,800 ",Raptors,408,0,4.4,4.5,2,1.3,3.2,0.4,4.1,4.4,1.5,5
113,Ryan Arcidiacono,PG,25,CHI,17,0,304,4.1,10,0.415,2.8,6.3,0.439,1.4,3.7,0.375,2.2,2.9,0.737,1.5,3.4,4.9,5.1,1.5,0.2,1.2,5.5,13.2,124,111,https://www.basketball-reference.com/players/a/arcidry01.html,10.8,0.586,0.631,0.292,3.3,7.8,5.4,15,1.5,0.3,9.8,11,0.5,0.2,0.7,0.116,0.2,-0.8,-0.6,0.1,"$3,000,000 ",Bulls,304,1.7,2,3.7,2.1,3.8,5.9,1.9,2.5,4.3,1.1,8
114,Trevor Ariza,SF,34,SAC,11,0,227,3.2,9.1,0.357,2.6,6.9,0.375,0.6,2.2,0.3,0.9,1.1,0.8,0.9,7.3,8.2,1.9,1.9,0,1.5,4.1,9.9,101,111,https://www.basketball-reference.com/players/a/arizatr01.html,6.9,0.52,0.762,0.119,2,17.7,9.6,5.4,1.9,0,13.7,9.8,0,0.1,0.2,0.034,-1.8,-0.3,-2.1,0,"$12,200,000 ",Kings,227,-3.1,-0.4,-3.5,-7,1.4,-5.6,-3.9,-0.1,-4,-0.1,8
115,D.J. Augustin,PG,32,ORL,15,5,381,6.6,16.6,0.395,1.8,5.7,0.318,4.8,11,0.435,3.5,4,0.871,0.9,3,3.9,8.5,0.9,0,2.2,1.8,18.5,109,111,https://www.basketball-reference.com/players/a/augusdj01.html,12.8,0.501,0.341,0.24,1.8,6.7,4.1,26.6,0.9,0,10.6,18.1,0.4,0.3,0.6,0.081,-0.8,-2.6,-3.4,-0.1,"$7,250,000 ",Magic,381,-0.1,-3.4,-3.5,-8.9,-0.7,-9.6,-1.5,-3.2,-4.7,-0.4,2
116,Deandre Ayton,C,21,PHO,1,1,33,12.8,19.8,0.643,0,0,0,12.8,19.8,0.643,0,0,0,4.3,11.3,15.6,0,1.4,5.7,0,2.8,25.5,129,99,https://www.basketball-reference.com/players/a/aytonde01.html,26.4,0.643,0,0,9.8,27,18.3,0,1.4,10.6,0,18,0.1,0.1,0.2,0.238,-2.6,0.8,-1.8,0,"$9,562,920 ",Suns,33,-1.7,16,14.2,-1.3,19.5,18.2,-1.8,17.3,15.5,0.3,4
117,Dwayne Bacon,SG,24,CHO,13,10,282,7.2,20.6,0.347,1.5,5.8,0.265,5.6,14.8,0.379,2.9,4.1,0.708,1.2,4.8,6,3.1,1.7,0.3,3.1,4.4,18.7,84,114,https://www.basketball-reference.com/players/b/bacondw01.html,6,0.418,0.281,0.198,2.7,11.4,6.9,9.7,1.7,0.6,12,22.8,-0.6,0.1,-0.5,-0.082,-6.2,-2.3,-8.5,-0.5,"$1,618,520 ",Hornets,282,-6,0.7,-5.4,-6.7,0.3,-6.4,-6.4,0.7,-5.7,-0.4,3
118,Lonzo Ball,PG,22,NOP,11,8,298,7.1,18.3,0.387,3.7,10.7,0.343,3.4,7.5,0.449,0.9,1.5,0.6,1.5,5.4,6.9,9.7,2.1,0.3,4,3.1,18.7,103,114,https://www.basketball-reference.com/players/b/balllo01.html,13.6,0.512,0.594,0.094,3,13.1,7.8,28.7,2.1,0.6,17.9,19.7,0.2,0.1,0.3,0.052,0.5,-1.4,-0.9,0.1,"$8,719,320 ",Pelicans,298,0.5,-1.1,-0.6,0.4,-3.8,-3.5,0.5,-1.6,-1.1,0.3,8
119,Mo Bamba,C,21,ORL,13,0,183,6.2,17.5,0.354,1.6,6.2,0.261,4.6,11.3,0.405,0.5,1.6,0.333,4,11.3,15.3,1.6,0.8,4,4,7,14.5,77,102,https://www.basketball-reference.com/players/b/bambamo01.html,7.4,0.399,0.354,0.092,8.2,25.3,16.4,5,0.8,7.2,18.2,19.5,-0.5,0.3,-0.1,-0.037,-8,2.7,-5.3,-0.2,"$5,697,600 ",Magic,183,-7.1,-3,-10.1,-8.5,2.7,-5.8,-7.6,-2.2,-9.8,-0.7,6
121,Harrison Barnes,PF,27,SAC,15,15,511,7.8,15.7,0.5,2.2,5.6,0.39,5.6,10.1,0.562,4.8,5.9,0.806,1.5,5.5,7,2.8,1.4,0.3,2,1.9,22.7,121,113,https://www.basketball-reference.com/players/b/barneha02.html,15.6,0.591,0.359,0.327,3.7,13.1,8.3,9.1,1.5,0.6,9.2,17.8,0.9,0.2,1.1,0.11,1.5,-1.1,0.4,0.3,"$24,147,727 ",Kings,511,1.4,-1,0.4,3.3,-0.9,2.4,1.8,-1,0.8,0.9,5
122,RJ Barrett,SG,19,NYK,16,16,534,8.4,20.5,0.413,1.6,4.5,0.347,6.9,16,0.431,3.8,7.6,0.494,2,6.2,8.3,5.2,2,0.6,3.9,3.8,22.2,93,111,https://www.basketball-reference.com/players/b/barrerj01.html,11.8,0.466,0.22,0.372,4.1,14.3,8.9,17.6,2,1.3,14.2,24,-0.5,0.4,-0.1,-0.01,-2.9,-0.2,-3.1,-0.1,"$7,839,960 ",Knicks,534,-1,1,0,-4.5,-2.3,-6.8,-1.6,0.5,-1.1,0.5,6
123,Will Barton,SF,29,DEN,13,13,414,8.8,19.4,0.454,3.1,6.8,0.456,5.7,12.6,0.453,3.1,4.2,0.743,3,7.7,10.7,4.6,1.5,0.7,1.8,3.1,23.8,116,103,https://www.basketball-reference.com/players/b/bartowi01.html,17.2,0.558,0.345,0.228,5.4,17.4,11.3,14,1.5,1.5,8.1,19.5,0.7,0.6,1.3,0.163,1.3,1.4,2.8,0.5,"$12,960,000 ",Nuggets,414,4.2,3.3,7.6,6.4,9,15.3,4.8,4.4,9.2,2.5,5
124,Keita Bates-Diop,SF,24,MIN,5,0,75,7.3,14.7,0.5,3.1,8.6,0.357,4.3,6.1,0.7,2.4,3.1,0.8,0.6,5.5,6.1,1.2,0.6,1.2,1.8,4.3,20.2,115,111,https://www.basketball-reference.com/players/b/bateske01.html,12.4,0.63,0.583,0.208,1.4,12.2,6.8,3.9,0.6,2.1,10.3,15.8,0.1,0,0.1,0.095,-1.2,-1.8,-3.1,0,"$1,416,852 ",Timberwolves,75,0.6,-7.5,-6.9,-4.3,1.4,-2.9,-0.2,-6.4,-6.6,-0.1,2
125,Nicolas Batum,SF,31,CHO,6,0,135,2.1,5.3,0.4,2.1,5,0.429,0,0.4,0,0,0,0,1.4,9.6,11,9.3,0.7,1.1,3.9,3.6,6.4,106,112,https://www.basketball-reference.com/players/b/batumni01.html,9.2,0.6,0.933,0,3.2,23,12.7,25.3,0.7,1.9,42.3,8.3,0.1,0.1,0.1,0.047,-2.9,0.4,-2.6,0,"$25,565,217 ",Hornets,135,-2,-2.8,-4.8,6.4,4.9,11.4,-0.7,-1.6,-2.3,0,6
126,Aron Baynes,C,33,PHO,12,11,288,10.4,18.5,0.561,3.7,8.4,0.442,6.7,10.1,0.661,3.7,5.2,0.719,2.9,8,10.9,6,0.6,1.5,2.1,7.6,28.3,131,107,https://www.basketball-reference.com/players/b/baynear01.html,22.2,0.679,0.456,0.281,6.7,18.9,12.7,21,0.6,2.7,9.2,20.7,1.1,0.4,1.5,0.243,5.8,0.8,6.6,0.6,"$5,453,280 ",Suns,288,5.6,2.6,8.2,8.6,1.4,10,6.4,2.5,8.9,1.7,5
127,Kent Bazemore,SF,30,POR,17,2,389,5.5,16,0.343,2.6,7.8,0.338,2.9,8.3,0.348,2.5,3.5,0.724,0.6,7.9,8.5,4,1.7,1.6,3.2,6.5,16.2,89,110,https://www.basketball-reference.com/players/b/bazemke01.html,8.1,0.46,0.485,0.216,1.3,17.2,9.2,11.6,1.7,2.7,15.5,18.5,-0.4,0.3,-0.1,-0.014,-3.9,0.9,-3,-0.1,"$19,269,662 ",Trail Blazers,389,-2.9,1.6,-1.4,-7.3,-0.9,-8.1,-3.8,1.3,-2.5,0,6
128,Darius Bazley,PF,19,OKC,15,0,262,5,11,0.45,2.2,5.9,0.375,2.8,5.1,0.536,1.3,2.2,0.583,0.9,9.4,10.3,1.7,0.9,0.9,2.6,2.8,13.4,96,107,https://www.basketball-reference.com/players/b/bazleda01.html,8.7,0.559,0.533,0.2,2.1,20.5,11.6,5,0.9,1.6,17.7,13.3,-0.1,0.3,0.2,0.04,-3.5,0.4,-3.1,-0.1,"$2,284,800 ",Thunder,262,-4.4,1.8,-2.5,-9.8,10.9,1.1,-5.5,3.4,-2.1,0.1,6
129,Bradley Beal,SG,26,WAS,14,14,523,13.1,27.7,0.471,3.6,10.3,0.35,9.4,17.4,0.543,6.8,8.2,0.828,1.3,4.3,5.6,8.8,1.1,0.3,4.1,3.4,36.5,115,118,https://www.basketball-reference.com/players/b/bealbr01.html,23.4,0.586,0.375,0.307,2.9,11,6.8,28.9,1.2,0.5,11.8,32.2,1.5,-0.1,1.4,0.139,5.5,-3.3,2.2,0.5,"$27,093,019 ",Wizards,523,6.8,-4,2.8,6.2,-8.2,-2,6.9,-4.8,2.1,1.3,7
130,Malik Beasley,SG,23,DEN,11,0,164,7.2,19.5,0.369,4.2,9.6,0.438,3,9.9,0.303,0.9,0.9,1,1.2,3.3,4.5,3,1.8,0.6,3.9,4.2,19.5,88,106,https://www.basketball-reference.com/players/b/beaslma01.html,6.8,0.473,0.492,0.049,2,7,4.5,7.7,1.9,1.2,15,20.5,-0.2,0.2,0,-0.007,-4.1,-0.6,-4.7,-0.1,"$2,731,714 ",Nuggets,164,-4,2.3,-1.6,-4.9,-6.3,-11.2,-4.3,1,-3.4,-0.1,3
131,Marco Belinelli,SG,33,SAS,17,0,286,5.1,17.7,0.29,2.6,8.6,0.308,2.5,9.1,0.273,1.7,2.6,0.625,0.2,4,4.1,4.5,0.8,0,1.5,2.3,14.5,86,118,https://www.basketball-reference.com/players/b/belinma01.html,4.7,0.386,0.486,0.15,0.4,9.2,4.7,12.2,0.8,0,7.3,18,-0.4,0,-0.4,-0.07,-4.3,-3.9,-8.1,-0.4,"$5,846,154 ",Spurs,286,-3.1,-3.6,-6.7,5.4,4,9.4,-1.8,-2.5,-4.3,-0.2,3
132,Jordan Bell,C,25,MIN,7,0,67,6.8,12.3,0.556,0,2.1,0,6.8,10.3,0.667,4.8,7.5,0.636,6.2,15.1,21.2,4.1,0,2.1,8.2,2.7,18.5,92,106,https://www.basketball-reference.com/players/b/belljo01.html,13.9,0.591,0.167,0.611,13.7,33.3,23.5,13,0,3.6,34.4,21.1,-0.1,0.1,0,0.015,-5.8,1.3,-4.5,0,"$1,620,564 ",Timberwolves,67,-7,-3.5,-10.5,-8.7,-0.8,-9.5,-7.6,-3.2,-10.8,-0.3,9
133,DeAndre' Bembry,SG,25,ATL,16,2,417,6.1,11,0.551,0.8,2.1,0.368,5.3,8.9,0.595,1.3,3.1,0.429,1.8,5.7,7.5,5.7,2.9,0.8,3.1,4.3,14.3,106,112,https://www.basketball-reference.com/players/b/bembrde01.html,13.2,0.576,0.194,0.286,4.3,13.6,9,17.5,2.9,1.5,20.2,13.8,0.3,0.2,0.5,0.055,-0.7,0.7,0,0.2,"$2,603,982 ",Hawks,417,-0.9,-0.2,-1.1,-5.6,1.9,-3.8,-1.7,0.2,-1.5,0.3,1
135,Patrick Beverley,PG,31,LAC,15,15,452,4.6,11.9,0.386,1.8,6.8,0.262,2.8,5.1,0.551,1.1,2,0.579,2.1,8.3,10.4,4.5,2.4,0.9,2.3,6.1,12.1,101,102,https://www.basketball-reference.com/players/b/beverpa01.html,9.1,0.452,0.569,0.174,4.3,18.1,11.4,12.3,2.6,1.5,15.2,13.5,-0.1,0.8,0.6,0.074,-1.4,3.3,1.9,0.4,"$12,345,679 ",Clippers,452,-1.6,4.4,2.8,-1.3,6.3,5,-1.6,4.9,3.2,1.4,5
136,Khem Birch,C,27,ORL,6,1,92,4.3,8.6,0.5,0,0.5,0,4.3,8,0.533,2.1,5.9,0.364,3.2,6.4,9.6,0.5,0.5,0,1.1,4.3,10.7,101,110,https://www.basketball-reference.com/players/b/birchkh01.html,6.6,0.48,0.063,0.688,6.6,14.4,10.3,1.6,0.5,0,8.8,10.7,0,0.1,0.1,0.041,-5.2,-1.4,-6.5,-0.1,"$3,000,000 ",Magic,92,-1.8,-1.2,-3,-4.8,-4,-8.8,-2.3,-1.8,-4.1,-0.1,1
137,Goga Bitadze,C,20,IND,10,2,170,6.8,13.1,0.522,1.1,3.1,0.364,5.7,10,0.571,3.1,4.3,0.733,3.7,8,11.7,3.4,0.3,4.8,2.6,7.4,17.9,116,100,https://www.basketball-reference.com/players/b/bitadgo01.html,16.3,0.599,0.239,0.326,8.3,17.7,13,9.7,0.3,8.9,14.6,15.5,0.3,0.3,0.6,0.17,-1.1,4.8,3.7,0.2,"$2,816,760 ",Pacers,170,-2.1,2.4,0.3,7.1,4.4,11.5,-0.7,2.8,2.2,0.4,1
138,Bismack Biyombo,C,27,CHO,15,1,208,9.2,14.8,0.625,0,0,0,9.2,14.8,0.625,6,11.1,0.542,4.4,7.4,11.8,2.3,1.4,2.3,1.8,6.2,24.5,124,111,https://www.basketball-reference.com/players/b/biyombi01.html,20.7,0.623,0,0.75,9.8,17.7,13.6,7.8,1.4,4.2,8.6,19.2,0.6,0.2,0.7,0.168,-0.1,0.2,0.1,0.1,"$17,000,000 ",Hornets,208,0.5,-2.6,-2.1,1.1,2.9,4,0.6,-1.8,-1.1,0.2,9
139,Nemanja Bjelica,PF,31,SAC,15,14,391,7.9,15.4,0.512,3.5,7.8,0.452,4.4,7.6,0.574,0.9,1,0.875,3.4,8.9,12.3,4.3,2,0.8,2.6,5.3,20.1,121,109,https://www.basketball-reference.com/players/b/bjeline01.html,18.4,0.671,0.518,0.071,7.1,20.6,13.6,13.4,1.8,1.3,12.2,15.7,1,0.3,1.3,0.166,4,0.4,4.4,0.6,"$6,825,000 ",Kings,391,2.8,0.1,3,-0.5,-1.6,-2.1,2.4,-0.1,2.3,1,5
140,Eric Bledsoe,PG,30,MIL,16,16,437,10.8,23,0.471,2.3,7.3,0.31,8.6,15.7,0.546,5.1,6.5,0.778,1.8,7,8.8,8.7,1.3,0.5,4,4.4,29,112,105,https://www.basketball-reference.com/players/b/bledser01.html,19.9,0.56,0.318,0.283,4,14.6,9.5,29.2,1.3,1,13.5,27,0.9,0.6,1.5,0.17,2.3,0,2.3,0.5,"$15,625,000 ",Bucks,437,3.9,-0.2,3.7,0.3,2,2.4,3.4,0.1,3.5,1.4,7
142,Isaac Bonga,SF,20,WAS,9,7,152,4.6,9.4,0.484,0.6,1.8,0.333,3.9,7.6,0.52,1.8,2.7,0.667,2.1,6.1,8.2,3.6,2.1,0.3,1.8,6.4,11.5,111,115,https://www.basketball-reference.com/players/b/bongais01.html,9.1,0.53,0.2,0.3,4.9,14.5,9.6,9.2,2.1,0.5,15,10.7,0.1,0,0.1,0.045,-1.5,0,-1.5,0,"$1,416,852 ",Wizards,152,-2.3,3.4,1.2,-3.9,9.3,5.4,-2.7,4.7,2,0.4,1
143,Devin Booker,SG,23,PHO,16,16,562,11.8,22.8,0.518,3,7,0.429,8.8,15.8,0.558,6.3,6.7,0.95,0.6,4.3,4.9,8.2,0.7,0.4,5.7,4.5,33,112,111,https://www.basketball-reference.com/players/b/bookede01.html,20.3,0.649,0.295,0.303,1.4,10.7,6,30.5,0.7,0.8,17.6,28.7,1.3,0.5,1.7,0.157,3.9,-1.6,2.3,0.6,"$27,250,000 ",Suns,562,3,-2.6,0.4,8.1,-5.7,2.4,4,-3.2,0.8,1,7
144,Chris Boucher,PF,27,TOR,13,0,163,8.7,18.5,0.469,1.7,5.8,0.3,6.9,12.7,0.545,4,5.5,0.737,8.7,9,17.6,1.4,1.4,3.8,1.7,6.1,23.1,121,99,https://www.basketball-reference.com/players/b/bouchch01.html,22.4,0.553,0.313,0.297,20.2,18.2,19.1,4.7,1.4,7,7.7,20.5,0.4,0.3,0.8,0.231,1.4,2.2,3.7,0.2,"$1,588,231 ",Raptors,163,3.7,3.2,7,-0.6,0.3,-0.4,3.2,2.8,6,0.7,4
145,Avery Bradley,SG,29,LAL,10,10,274,7.1,14.6,0.488,1.4,4.9,0.286,5.8,9.8,0.589,1,1.4,0.75,1.2,4.4,5.6,3.1,1.7,0.2,1.9,4.5,16.7,107,105,https://www.basketball-reference.com/players/b/bradlav01.html,10.6,0.548,0.333,0.095,2.8,9.9,6.4,9,1.7,0.3,11.2,15.3,0.2,0.4,0.6,0.096,-1.3,0,-1.3,0,"$4,767,000 ",Lakers,274,-1.1,1.6,0.5,-2.7,6.4,3.7,-1.4,2.4,1,0.5,8
146,Avery Bradley,SG,29,LAL,10,10,274,7.1,14.6,0.488,1.4,4.9,0.286,5.8,9.8,0.589,1,1.4,0.75,1.2,4.4,5.6,3.1,1.7,0.2,1.9,4.5,16.7,107,105,https://www.basketball-reference.com/players/b/bradlav01.html,10.6,0.548,0.333,0.095,2.8,9.9,6.4,9,1.7,0.3,11.2,15.3,0.2,0.4,0.6,0.096,-1.3,0,-1.3,0,"$2,000,000 ",Lakers,274,-1.1,1.6,0.5,-2.7,6.4,3.7,-1.4,2.4,1,0.5,8
147,Tony Bradley,C,22,UTA,11,1,113,9.7,15.2,0.639,0,0,0,9.7,15.2,0.639,3,5.1,0.583,6.8,9.7,16.5,0.8,0.8,1.7,3,8.9,22.4,120,100,https://www.basketball-reference.com/players/b/bradlto01.html,18.7,0.642,0,0.333,16,20.9,18.6,3.1,0.8,3,14.5,18.6,0.3,0.2,0.5,0.203,-1,0.5,-0.6,0,"$1,962,360 ",Jazz,113,-1.9,-0.9,-2.8,-7.2,-1,-8.1,-2.8,-1.1,-4,-0.1,9
149,Mikal Bridges,SF,23,PHO,16,0,328,4.7,10.6,0.446,0.7,3.7,0.192,4,6.8,0.583,3.4,4.1,0.828,1.9,6.7,8.6,2.6,3.6,0.6,1.1,4,13.5,114,103,https://www.basketball-reference.com/players/b/bridgmi01.html,13.1,0.549,0.338,0.38,4.5,16.4,10.4,7.4,3.6,1.1,8.8,12.3,0.3,0.6,0.9,0.137,-0.8,3.2,2.4,0.3,"$4,161,000 ",Suns,328,-0.1,3.3,3.2,-1.9,4.8,2.9,-0.4,3.7,3.3,1,5
